"ID";"SIREN";"Organisation_name";"Type_of_org";"zip_code";"City";"Department_code";"Department_name";"Region";"categorie_entreprise";"etablissements";"creation_date";"juridical_nature";"is_sse";"is_mission_driven"
198;441989209;"APEL MARSEILLE";"Associations";13005;"MARSEILLE 5";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"1999-03-08";"9220";"TRUE";"FALSE"
199;434006938;"AMICALE SAPEURS POMPIERS";"Associations";63320;"CHAMPEIX";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";NA;"1";"2000-12-02";"9220";"TRUE";"FALSE"
200;453258766;"ASSOCIATION LES CLASSES DE CHANDON";"Associations";42190;"CHANDON";"42";"LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"1998-03-27";"9220";"TRUE";"FALSE"
201;488032210;"ASS LA FERME DU TADORNE";"Associations";13230;"PORT-SAINT-LOUIS-DU-RHONE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"2001-05-17";"9220";"TRUE";"FALSE"
202;490024858;"ASA VAISONNAISE";"Associations";84110;"VAISON-LA-ROMAINE";"84";"VAUCLUSE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2004-03-26";"9220";"TRUE";"FALSE"
203;500063987;"SPELEO CLUB DE MARSEILLE";"Associations";13001;"MARSEILLE 1";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1959-04-06";"9220";"TRUE";"FALSE"
204;510917792;"LA BOULE DOREE";"Associations";84840;"LAPALUD";"84";"VAUCLUSE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1992-01-09";"9220";"TRUE";"FALSE"
205;523654366;"ASSOCIATION JUDO LYON 1";"Associations";69001;"LYON 1ER";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2006-08-31";"9220";"TRUE";"FALSE"
206;751112434;"INGENIEUR SANS FRONTIERES GROUPE DU PAYS D AIX";"Associations";13120;"GARDANNE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2011-04-20";"9220";"TRUE";"FALSE"
207;779492453;"AMICALE DES SAPEURS POMPIERS";"Associations";38530;"CHAPAREILLAN";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1997-12-25";"9220";"TRUE";"FALSE"
208;798905055;"COMITE DES FOIRES DE MONTPONT EN BRESSE";"Associations";71470;"MONTPONT-EN-BRESSE";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1991-04-29";"9220";"TRUE";"FALSE"
209;57812430;"AMATEURS BILLARD ECHECS";"Associations";13001;"MARSEILLE 1";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
210;341458081;"COMITE DEPART DU JURA DE CANOE KAYAK";"Associations";39100;"DOLE";"39";"JURA";"BOURGOGNE FRANCHE COMTE";"PME";"1";"1987-05-22";"9220";"TRUE";"FALSE"
211;379795131;"ECOLE DE MUSIQUE VINCENT D'INDY";"Associations";69720;"SAINT-LAURENT-DE-MURE";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"1990-05-30";"9220";"TRUE";"FALSE"
212;397518945;"LES AMIS DE LEONCEL";"Associations";26190;"LEONCEL";"26";"DROME";"AUVERGNE RHONE ALPES";NA;"1";"1994-06-15";"9220";"TRUE";"FALSE"
213;407705680;"BODY BUILDING STARS";"Associations";42100;"SAINT-ETIENNE";"42";"LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"1996-06-01";"9220";"TRUE";"FALSE"
214;441989399;"CAMARGUE DECOUVERTE EQUESTRE";"Associations";13230;"PORT-SAINT-LOUIS-DU-RHONE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2002-04-11";"9220";"TRUE";"FALSE"
215;434007027;"SI FETE AUVERGNATE";"Associations";63210;"ROCHEFORT-MONTAGNE";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";NA;"1";"2000-08-06";"9220";"TRUE";"FALSE"
216;453259277;"FENAY CLUB PETANQUE";"Associations";21600;"FENAY";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"1989-01-05";"9220";"TRUE";"FALSE"
217;488032335;"ASS KILA";"Associations";83260;"LA CRAU";"83";"VAR";"PROVENCE ALPES COTE D AZUR";NA;"1";"2005-05-16";"9220";"TRUE";"FALSE"
218;490025111;"ASSO CULTURELLE DU MEMORIAL";"Associations";20000;"AJACCIO";"2A";"CORSE DU SUD";"CORSE";NA;"1";"1977-09-05";"9220";"TRUE";"FALSE"
219;500064068;"ASS DES COMMERCANTS ARTISANS DE VALENCIN";"Associations";38540;"VALENCIN";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"2003-07-28";"9220";"TRUE";"FALSE"
220;510918329;"L ESCAPADO DE GEMO";"Associations";13420;"GEMENOS";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2007-03-13";"9220";"TRUE";"FALSE"
221;523658813;"EDITIONS LES CAHIERS";"Associations";70300;"MEURCOURT";"70";"HAUTE SAONE";"BOURGOGNE FRANCHE COMTE";NA;"1";"2009-11-05";"9220";"TRUE";"FALSE"
222;751112491;"REGARD AU FEMININ";"Associations";74000;"ANNECY";"74";"HAUTE SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"2012-03-27";"9220";"TRUE";"FALSE"
223;779492651;"ASSOCIATION DES CHASSEURS";"Associations";38580;"LA CHAPELLE-DU-BARD";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"9220";"TRUE";"FALSE"
224;798906111;"ASSOCIATION PASSAGES RHONE-ALPES";"Associations";69600;"OULLINS";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"2011-12-23";"9220";"TRUE";"FALSE"
225;57817314;"OGEC CHEVREUL DE LA BLANCARDE";"Associations";13004;"MARSEILLE 4";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
226;341461853;"COMITE DES FETES DE LAVARS";"Associations";38710;"LAVARS";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1987-03-26";"9220";"TRUE";"FALSE"
227;379795206;"FOLA FULETTA";"Associations";20200;"BASTIA";"2B";"HAUTE CORSE";"CORSE";NA;"1";"1990-10-01";"9220";"TRUE";"FALSE"
228;397521287;"TEAM THIERS MOTO";"Associations";63250;"CELLES-SUR-DUROLLE";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";NA;"1";"1994-04-01";"9220";"TRUE";"FALSE"
229;407708304;"AMICALE AMIS LAC DE ST POINT LAMARTINE";"Associations";71520;"SAINT-POINT";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1996-05-01";"9220";"TRUE";"FALSE"
230;441990041;"PASSION MUSIC";"Associations";13006;"MARSEILLE 6";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2002-04-08";"9220";"TRUE";"FALSE"
231;434007167;"MUTUELLE PETITE ENFANCE";"Mutuelles";69850;"SAINT-MARTIN-EN-HAUT";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2000-09-26";"8210";"TRUE";"FALSE"
232;453259608;"LE HAMEAU DU COUCHANT";"Associations";26160;"LA BEGUDE-DE-MAZENC";"26";"DROME";"AUVERGNE RHONE ALPES";NA;"1";"2003-09-18";"9220";"TRUE";"FALSE"
233;488032897;"OEUVRONS POUR L EDUCATION DE NOS ENFANTS";"Associations";26700;"PIERRELATTE";"26";"DROME";"AUVERGNE RHONE ALPES";"PME";"1";"2005-12-05";"9220";"TRUE";"FALSE"
234;491668729;"COMITE DES FETES DE MONSOLS";"Associations";69860;"DEUX-GROSNES";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"1966-12-20";"9220";"TRUE";"FALSE"
235;500064498;"ASS DES AMIS DE LA BIBLIOTHEQUE MUNICIPALE ET SCOLAIRE";"Associations";38114;"ALLEMOND";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1992-01-27";"9220";"TRUE";"FALSE"
236;510918766;"L'EMBELLIE";"Associations";21110;"TART";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"2008-04-02";"9220";"TRUE";"FALSE"
237;523660199;"CHAUMIERE DES SAVEURS ET DE L'ARTISANAT DE MOUDEYRES";"Associations";43150;"MOUDEYRES";"43";"HAUTE LOIRE";"AUVERGNE RHONE ALPES";"PME";"1";"2010-06-25";"9220";"TRUE";"FALSE"
238;751112673;"COMITE DES FETES DE ST JULIEN SUR DHEUNE";"Associations";71210;"SAINT-JULIEN-SUR-DHEUNE";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"2012-02-07";"9220";"TRUE";"FALSE"
239;779492701;"AMICALE DES SAPEURS POMPIERS";"Associations";38580;"LA CHAPELLE-DU-BARD";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"9220";"TRUE";"FALSE"
240;798906186;"LA BOURGOGNEUSE INTERNATIONALE D'ENCADREMENT D'ENTRAIDE ET D'ASSISTANCE";"Associations";21000;"DIJON";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"2013-05-06";"9220";"TRUE";"FALSE"
241;57821043;"ASSOCIATION L'HIRONDELLE";"Associations";13007;"MARSEILLE 7";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
242;335014205;"CONSEIL LOCAL PARENTS TAUVES";"Associations";63690;"TAUVES";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";NA;"1";"1986-01-13";"9220";"TRUE";"FALSE"
243;379795412;"UNION REGIONALE COIFFURE CORSE";"Associations";20200;"BASTIA";"2B";"HAUTE CORSE";"CORSE";"PME";"1";"1987-01-02";"9220";"TRUE";"FALSE"
244;397521980;"THEATRE OMBRE ET LUMIERE";"Associations";63000;"CLERMONT-FERRAND";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";"PME";"1";"1994-06-01";"9220";"TRUE";"FALSE"
245;407709203;"LES AMIS DU CHATEAU DE DREE";"Associations";71800;"CURBIGNY";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";"PME";"1";"1996-05-20";"9220";"TRUE";"FALSE"
246;441991197;"TEAM MERMILLOD TRIATHLON";"Associations";74000;"ANNECY";"74";"HAUTE SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"2001-01-11";"9220";"TRUE";"FALSE"
247;434007605;"LOCALE D AMATEURS";"Associations";20137;"LECCI";"2A";"CORSE DU SUD";"CORSE";"PME";"1";"2000-12-20";"9220";"TRUE";"FALSE"
248;453259665;"ATELIER SELON TOI";"Associations";69430;"LANTIGNIE";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2004-03-16";"9220";"TRUE";"FALSE"
249;488033127;"PRIME TIME AGENCY";"Associations";13860;"PEYROLLES-EN-PROVENCE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2005-10-18";"9220";"TRUE";"FALSE"
250;491668745;"AMICALE DE LA QUIETUDE";"Associations";73330;"LE PONT-DE-BEAUVOISIN";"73";"SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"1994-01-05";"9220";"TRUE";"FALSE"
251;500064639;"ASSOCIATION DES COMMERCANTS ET ARTISANS CLARY SAINT-LAZARE PELLETAN";"Associations";13003;"MARSEILLE 3";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1996-07-18";"9220";"TRUE";"FALSE"
252;510918881;"FORMATION EDUCATION ENSEIGNEMENT SERVICES";"Associations";38120;"SAINT-EGREVE";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"2009-01-12";"9220";"TRUE";"FALSE"
253;523660249;"COLLECTIF COIN";"Associations";38100;"GRENOBLE";"38";"ISERE";"AUVERGNE RHONE ALPES";"PME";"1";"2006-05-17";"9220";"TRUE";"FALSE"
254;751112855;"COLLECTIF CERAMIQUE DE SAINT AMAND EN PUISAYE";"Associations";58310;"SAINT-AMAND-EN-PUISAYE";"58";"NIEVRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"2011-05-04";"9220";"TRUE";"FALSE"
255;779492727;"CUMA DE CHARANCIEU";"Cooperative";38490;"CHARANCIEU";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"6316";"TRUE";"FALSE"
256;798906541;"ASSOCIATION DES PROPRIETAIRES DES EAUX D'ORELLE";"Associations";69330;"MEYZIEU";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"2010-01-18";"9220";"TRUE";"FALSE"
257;58801283;"SOCIETE ANONYME COOPERATIVE D'INTERET COLLECTIF POUR L'ACCESSION A LA PROPRIETE DE PROVENCE - SACICAP DE PROVENCE";"Cooperative";13006;"MARSEILLE 6";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
258;335014437;"ASSOC GESTION ETABL AGRICOLE";"Associations";58800;"CORBIGNY";"58";"NIEVRE";"BOURGOGNE FRANCHE COMTE";NA;"1";"1986-03-13";"9220";"TRUE";"FALSE"
259;379798382;"BEPA RHONE ALPES";"Associations";69500;"BRON";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"1990-07-04";"9220";"TRUE";"FALSE"
260;397522434;"ASSOC POUR RESTAURATION VILLAGE RODDIER";"Associations";63550;"SAINT-VICTOR-MONTVIANEIX";"63";"PUY DE DOME";"AUVERGNE RHONE ALPES";NA;"1";"1994-06-01";"9220";"TRUE";"FALSE"
261;407710219;"OBSERVATOIRE INTERNATIONAL POUR LA NON VIOLENCE - COMMUNE NATION POUR LA PAIX";"Associations";13006;"MARSEILLE 6";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"1995-06-15";"9220";"TRUE";"FALSE"
262;441991643;"CERCLE CULTUREL MEDITERRANEEN";"Associations";13001;"MARSEILLE 1";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"2001-07-09";"9220";"TRUE";"FALSE"
263;434009809;"DELAMAGIE";"Associations";74440;"VERCHAIX";"74";"HAUTE SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"2000-12-11";"9220";"TRUE";"FALSE"
264;453259848;"FEDERATION DES MUSEES AU PAYS DE COURBET";"Associations";25930;"LODS";"25";"DOUBS";"BOURGOGNE FRANCHE COMTE";NA;"1";"2003-12-16";"9220";"TRUE";"FALSE"
265;488033622;"LA MISE AU POINT";"Associations";89190;"VILLENEUVE L'ARCHEVEQUE";"89";"YONNE";"BOURGOGNE FRANCHE COMTE";NA;"1";"2005-03-23";"9220";"TRUE";"FALSE"
266;491668802;"G.E.I.Q TRANSPORT-AVENIR EMPLOI RHONE ALPES";"Associations";69800;"SAINT-PRIEST";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2006-06-09";"9223";"TRUE";"FALSE"
267;500064696;"ASSOCIATION DE SAUVEGARDE DE L'HERITAGE MILITAIRE DE BOURGOGNE";"Associations";21200;"BEAUNE";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"2003-03-28";"9220";"TRUE";"FALSE"
268;510918972;"GENEAMIDI";"Associations";38500;"VOIRON";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"2009-01-09";"9220";"TRUE";"FALSE"
269;523660256;"CHAMONIX COSMO JAZZ FESTIVAL";"Associations";74400;"CHAMONIX-MONT-BLANC";"74";"HAUTE SAVOIE";"AUVERGNE RHONE ALPES";"PME";"1";"2010-06-07";"9220";"TRUE";"FALSE"
270;751112947;"ASS SPORTIVE BESANCON MOBILITES";"Associations";25720;"AVANNE-AVENEY";"25";"DOUBS";"BOURGOGNE FRANCHE COMTE";NA;"1";"2011-08-10";"9220";"TRUE";"FALSE"
271;779493048;"SKI CLUB DU TOUR DU LAC";"Associations";38850;"CHARAVINES";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"9220";"TRUE";"FALSE"
272;798906558;"LA TRUITE DE L'AGNY";"Associations";38300;"LES EPARRES";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"2012-02-01";"9220";"TRUE";"FALSE"
273;58803008;"SYNDICAT INDUSTRIE MEUNIERE";"Associations";13009;"MARSEILLE 9";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
274;335034948;"CENTRES D ENTRAINEMENT AUX METHODES D EDUCATION ACTIVE PROVENCE ALPES COTE D AZUR";"Associations";13007;"MARSEILLE 7";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"1986-01-15";"9220";"TRUE";"FALSE"
275;379800451;"ASSOCIATION FOYER RURAL";"Associations";84360;"LAURIS";"84";"VAUCLUSE";"PROVENCE ALPES COTE D AZUR";"PME";"1";"1966-10-01";"9220";"TRUE";"FALSE"
276;397526385;"TENNIS CLUB DE SCIEZ MASSONGY";"Associations";74140;"SCIEZ";"74";"HAUTE SAVOIE";"AUVERGNE RHONE ALPES";"PME";"1";"1994-06-18";"9220";"TRUE";"FALSE"
277;407715325;"DU COTE D'LA CHANSON";"Associations";69410;"CHAMPAGNE AU MONT D'OR";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"1996-06-07";"9220";"TRUE";"FALSE"
278;441994654;"ASSOCIATIONS DES AMIS DU BLE D OR";"Associations";21110;"MARLIENS";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"1992-05-02";"9220";"TRUE";"FALSE"
279;434010021;"LIGUE RHONE ALPES SKI NAUTIQUE";"Associations";38300;"BOURGOIN-JALLIEU";"38";"ISERE";"AUVERGNE RHONE ALPES";"PME";"1";"1999-04-15";"9220";"TRUE";"FALSE"
280;453260085;"LA MAISON QUI CHANTE";"Associations";69004;"LYON 4EME";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"1991-12-04";"9220";"TRUE";"FALSE"
281;488033820;"CONSEIL DES ESPACES ECONOMIQUES DU PAYS D AIX";"Associations";13100;"AIX-EN-PROVENCE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2004-12-03";"9220";"TRUE";"FALSE"
282;491669099;"ASS DES SAUVETEURS SECOURISTES AMBAROISE";"Associations";69480;"AMBERIEUX";"69";"RHONE";"AUVERGNE RHONE ALPES";NA;"1";"2006-05-10";"9220";"TRUE";"FALSE"
283;500064811;"ASS PHYSIQUE CLUB DU GROUPE SCOLAIRE LAZARE CARNOT";"Associations";21340;"NOLAY";"21";"COTE D OR";"BOURGOGNE FRANCHE COMTE";NA;"1";"1989-12-18";"9220";"TRUE";"FALSE"
284;510919046;"D'BLOC A CREMIEU";"Associations";38460;"CREMIEU";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"2006-05-17";"9220";"TRUE";"FALSE"
285;523662005;"COMITE DES FETES DE SAILLANS";"Associations";26340;"SAILLANS";"26";"DROME";"AUVERGNE RHONE ALPES";NA;"1";"2010-01-27";"9220";"TRUE";"FALSE"
286;751113200;"L EPI SAN PRIOT";"Associations";69800;"SAINT-PRIEST";"69";"RHONE";"AUVERGNE RHONE ALPES";"PME";"1";"2012-02-26";"9220";"TRUE";"FALSE"
287;779493170;"ASS D'EDUCATION POPULAIRE";"Associations";38850;"CHARAVINES";"38";"ISERE";"AUVERGNE RHONE ALPES";NA;"1";"1900-01-01";"9220";"TRUE";"FALSE"
288;798906673;"FOYER SOCIO EDUCATIF DU COLLEGE DE LA COTE ROANNAISE";"Associations";42370;"RENAISON";"42";"LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"2008-10-09";"9220";"TRUE";"FALSE"
289;58804790;"FADISFERM";"Cooperative";13830;"ROQUEFORT-LA-BEDOULE";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found";"Not_found"
290;335036083;"ASSOC GYMNASTIQUE VOLONTAIRE";"Associations";71390;"SAINT-DESERT";"71";"SAONE ET LOIRE";"BOURGOGNE FRANCHE COMTE";"PME";"1";"1985-09-11";"9220";"TRUE";"FALSE"
291;379802333;"ASSOCIATION MEDIA MEDITERRANEE";"Associations";13006;"MARSEILLE 6";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"1989-03-22";"9220";"TRUE";"FALSE"
292;397527292;"ASSOCIAT PROTECTION DES ABORDS DE L'ARVE";"Associations";74100;"ANNEMASSE";"74";"HAUTE SAVOIE";"AUVERGNE RHONE ALPES";NA;"1";"1994-02-28";"9220";"TRUE";"FALSE"
293;407716059;"TENNIS CLUB AUREC";"Associations";43110;"AUREC-SUR-LOIRE";"43";"HAUTE LOIRE";"AUVERGNE RHONE ALPES";"PME";"1";"1994-11-16";"9220";"TRUE";"FALSE"
294;441999828;"COMITE DES FETES";"Associations";43510;"CAYRES";"43";"HAUTE LOIRE";"AUVERGNE RHONE ALPES";NA;"1";"1985-01-01";"9220";"TRUE";"FALSE"
295;434010401;"ECRILIDIRE";"Associations";13014;"MARSEILLE 14";"13";"BOUCHES DU RHONE";"PROVENCE ALPES COTE D AZUR";NA;"1";"2000-12-12";"9220";"TRUE";"FALSE"
296;453268682;"ATHLETIC HANDBALL SAINT VALLIER";"Associations";26240;"SAINT-VALLIER";"26";"DROME";"AUVERGNE RHONE ALPES";"PME";"1";"2004-04-27";"9220";"TRUE";"FALSE"
